,Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,MaterialName,New_Volume(L),Points
7368,16/5/2023,B,ERW_B5CM2020120007,Retails,Ratchaburi,134728,"M DELVAC SUPER 20W50 ,1/18",820,1
7369,9/3/2023,B,ERW_B5CM2020120007,Retails,Ratchaburi,134728,"M DELVAC SUPER 20W50 ,1/18",1300,1
7370,16/5/2023,B,ERW_BM2U2020110040,Retails,Chainat,134728,"M DELVAC SUPER 20W50 ,1/18",2760,1
7371,24/3/2023,B,ERW_BM2U2020110165,Retails,SUPERhanBuri,134728,"M DELVAC SUPER 20W50 ,1/18",1880,1
7372,31/3/2023,B,ERW_BM2U2020110142,Reseller,SUPERhanBuri,134728,"M DELVAC SUPER 20W50 ,1/18",4080,1
7373,21/3/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,134728,"M DELVAC SUPER 20W50 ,1/18",1998,1
7374,6/1/2023,B,ERW_BXEO2021030005,Retails,Bangkok,134728,"M DELVAC SUPER 20W50 ,1/18",9000,1
7375,19/5/2023,B,ERW_BM2U2020110093,Retails,Kanchanaburi,134728,"M DELVAC SUPER 20W50 ,1/18",4380,1
7376,29/3/2023,B,ERW_BXEO2021030005,Retails,Bangkok,134728,"M DELVAC SUPER 20W50 ,1/18",6180,1
7377,21/2/2023,B,ERW_BM2U2020110023,Retails,Ratchaburi,134728,"M DELVAC SUPER 20W50 ,1/18",288,1
7378,4/7/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",3000,1
7379,25/11/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",6300,1
7380,4/7/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",8460,1
7381,3/7/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",9800,1
7382,20/4/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",2000,1
7383,7/3/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",2320,1
7384,2/5/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",13944,1
7385,11/9/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,134707,"M DELVAC SUPER 20W50 ,4/6",6390,1
7386,21/3/2023,B,ERW_BM2U2020110042,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",6140,1
7387,28/3/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,134707,"M DELVAC SUPER 20W50 ,4/6",3520,1
7388,21/4/2023,B,ERW_BM2U2020110113,Retails,Ratchaburi,134707,"M DELVAC SUPER 20W50 ,4/6",420,1
7389,4/5/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",6624,1
7390,11/7/2023,B,ERW_BXEO2021030005,Retails,Bangkok,134707,"M DELVAC SUPER 20W50 ,4/6",8748,1
7391,25/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,134707,"M DELVAC SUPER 20W50 ,4/6",6624,1
7392,6/12/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",4832,1
7393,13/9/2023,B,ERW_B4IR2021010005,Retails,SUPERhanBuri,134707,"M DELVAC SUPER 20W50 ,4/6",3696,1
7394,28/6/2023,B,ERW_BM2U2020110093,Retails,Kanchanaburi,134707,"M DELVAC SUPER 20W50 ,4/6",2472,1
7395,24/4/2023,B,ERW_BM2U2020110098,Retails,UthaiThani,134707,"M DELVAC SUPER 20W50 ,4/6",5076,1
7396,19/9/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",5676,1
7397,18/8/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",204,1
7398,10/8/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",1224,1
7399,30/6/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",2460,1
7400,9/12/2023,B,ERW_BVPU2021110001,Retails,Kanchanaburi,134707,"M DELVAC SUPER 20W50 ,4/6",3396,1
7401,11/1/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,134707,"M DELVAC SUPER 20W50 ,4/6",276,1
7402,11/5/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143099,"M SUPER 1000 20W50(SN) ,12/1",5940,1
7403,19/12/2023,B,ERW_BM2U2020110125,Retails,Kanchanaburi,143099,"M SUPER 1000 20W50(SN) ,12/1",2352,1
7404,26/9/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143099,"M SUPER 1000 20W50(SN) ,12/1",5364,1
7405,25/1/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143099,"M SUPER 1000 20W50(SN) ,12/1",1404,1
7406,30/3/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,143099,"M SUPER 1000 20W50(SN) ,12/1",516,1
7407,15/6/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,143099,"M SUPER 1000 20W50(SN) ,12/1",5952,1
7408,31/1/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,143099,"M SUPER 1000 20W50(SN) ,12/1",2688,1
7409,19/12/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,143099,"M SUPER 1000 20W50(SN) ,12/1",12,1
7410,15/9/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,143099,"M SUPER 1000 20W50(SN) ,12/1",1044,1
7411,3/4/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,143099,"M SUPER 1000 20W50(SN) ,12/1",3444,1
7412,29/8/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,143099,"M SUPER 1000 20W50(SN) ,12/1",5400,1
7413,26/7/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143099,"M SUPER 1000 20W50(SN) ,12/1",4764,1
7414,15/2/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,137230,"M SUPER 1000 TURBO 15W40 ,12/1",624,1
7415,23/3/2023,B,ERW_BHGO2023040004,Retails,NakhonPathom,137230,"M SUPER 1000 TURBO 15W40 ,12/1",4824,1
7416,7/2/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,137230,"M SUPER 1000 TURBO 15W40 ,12/1",5148,1
7417,9/2/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,137230,"M SUPER 1000 TURBO 15W40 ,12/1",1944,1
7418,8/3/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,137230,"M SUPER 1000 TURBO 15W40 ,12/1",4368,1
7419,8/2/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,137230,"M SUPER 1000 TURBO 15W40 ,12/1",4848,1
7420,29/3/2023,B,ERW_BM2U2020110122,Retails,NakhonPathom,143623,"M SUPER 1000 TURBO 15W40 ,4/6",9080,1
7421,10/2/2023,B,ERW_BM2U2020110129,Retails,Kanchanaburi,137232,"M SUPER 1000 TURBO 15W40 ,4/6",3920,1
7422,10/2/2023,B,ERW_BM2U2020110122,Retails,NakhonPathom,137232,"M SUPER 1000 TURBO 15W40 ,4/6",2080,1
7423,10/2/2023,B,ERW_BT8D2023080001,Retails,PrachuapKhiriKhan,137232,"M SUPER 1000 TURBO 15W40 ,4/6",2440,1
7424,31/1/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,142941,"M SUPER 1000 TURBOSPEED 15W40 ,12/1",1920,1
7425,6/1/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,142941,"M SUPER 1000 TURBOSPEED 15W40 ,12/1",2472,1
7426,7/1/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,142941,"M SUPER 1000 TURBOSPEED 15W40 ,12/1",5724,1
7427,31/5/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",2324,1
7428,21/4/2023,B,ERW_B2XK2021090001,Retails,Kanchanaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",8484,1
7429,3/8/2023,B,ERW_BM2U2020110014,Reseller,SUPERhanBuri,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",784,1
7430,16/5/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4592,1
7431,24/3/2023,B,ERW_BM2U2020110109,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",9156,1
7432,31/5/2023,B,ERW_BM2U2020110131,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",8652,1
7433,31/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",12152,1
7434,12/9/2023,B,ERW_B4642020110006,Reseller,Kanchanaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13440,1
7435,25/3/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6636,1
7436,2/5/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7252,1
7437,17/5/2023,B,ERW_BM2U2020110014,Reseller,SUPERhanBuri,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",9380,1
7438,25/3/2023,B,ERW_BM2U2020110014,Reseller,SUPERhanBuri,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",1792,1
7439,18/9/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7868,1
7440,21/3/2023,B,ERW_BM2U2020110042,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",616,1
7441,29/6/2023,B,ERW_BM2U2020110122,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",12768,1
7442,19/4/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",1736,1
7443,19/9/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7784,1
7444,18/8/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6244,1
7445,24/4/2023,B,ERW_BM2U2020110062,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6160,1
7446,29/5/2023,B,ERW_BM2U2020110131,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7448,1
7447,10/3/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6608,1
7448,17/3/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13860,1
7449,25/5/2023,B,ERW_B4642020110007,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13048,1
7450,29/3/2023,B,ERW_B4642020110007,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",504,1
7451,31/1/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",9744,1
7452,13/9/2023,B,ERW_BM2U2020110109,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",5432,1
7453,27/9/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",10584,1
7454,29/3/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",11760,1
7455,6/2/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6300,1
7456,8/2/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7756,1
7457,15/3/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4788,1
7458,29/5/2023,B,ERW_B5CM2020120008,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7812,1
7459,18/5/2023,B,ERW_B5CM2020120011,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7476,1
7460,28/2/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13216,1
7461,7/1/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13244,1
7462,8/8/2023,B,ERW_BM2U2020110004,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",1960,1
7463,31/5/2023,B,ERW_BM2U2020110004,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4704,1
7464,11/1/2023,B,ERW_BM2U2020110026,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",5572,1
7465,26/5/2023,B,ERW_BM2U2020110026,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",3752,1
7466,25/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13384,1
7467,17/5/2023,B,ERW_BM2U2020110041,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",5152,1
7468,22/3/2023,B,ERW_BM2U2020110075,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6972,1
7469,18/5/2023,B,ERW_BM2U2020110075,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",11060,1
7470,7/1/2023,B,ERW_BM2U2020110116,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",2688,1
7471,24/5/2023,B,ERW_BM2U2020110116,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6692,1
7472,22/3/2023,B,ERW_BY6B2023030001,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7364,1
7473,25/3/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",10696,1
7474,19/1/2023,B,ERW_B5CM2020120008,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4984,1
7475,31/7/2023,B,ERW_B5CM2020120008,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",11816,1
7476,29/3/2023,B,ERW_B5CM2020120008,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",2576,1
7477,23/5/2023,B,ERW_BM2U2020110004,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7392,1
7478,26/4/2023,B,ERW_BM2U2020110004,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",9856,1
7479,26/6/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",8652,1
7480,6/9/2023,B,ERW_BM2U2020110034,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",12544,1
7481,21/3/2023,B,ERW_BM2U2020110039,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",5348,1
7482,23/5/2023,B,ERW_BM2U2020110039,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",504,1
7483,14/1/2023,B,ERW_BM2U2020110039,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",8904,1
7484,23/3/2023,B,ERW_BM2U2020110041,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",5152,1
7485,30/5/2023,B,ERW_BM2U2020110077,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",11704,1
7486,23/5/2023,B,ERW_BM2U2020110121,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4872,1
7487,19/6/2023,B,ERW_BM2U2020110121,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13804,1
7488,18/4/2023,B,ERW_BM2U2020110121,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",2408,1
7489,18/5/2023,B,ERW_BM2U2020110126,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6384,1
7490,13/5/2023,B,ERW_BM2U2020110126,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",1988,1
7491,30/3/2023,B,ERW_BM2U2020110128,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4200,1
7492,8/4/2023,B,ERW_BM2U2020110149,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",2940,1
7493,25/3/2023,B,ERW_BM2U2020110149,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",532,1
7494,22/9/2023,B,ERW_BY6B2023030001,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",420,1
7495,22/5/2023,B,ERW_BY6B2023030001,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",3696,1
7496,15/2/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",8848,1
7497,2/3/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",2016,1
7498,13/1/2023,B,ERW_BM2U2020110044,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",13440,1
7499,26/4/2023,B,ERW_BM2U2020110044,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",10836,1
7500,23/3/2023,B,ERW_BHGO2023040004,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",3696,1
7501,14/1/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",12488,1
7502,18/1/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",11396,1
7503,16/8/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",9576,1
7504,15/3/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",10612,1
7505,8/3/2023,B,ERW_BM2U2020110039,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",1596,1
7506,30/6/2023,B,ERW_BM2U2020110059,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6972,1
7507,7/4/2023,B,ERW_BM2U2020110126,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",9128,1
7508,2/5/2023,B,ERW_BM2U2020110126,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4620,1
7509,2/9/2023,B,ERW_BM2U2020110128,Retails,SamutSakhon,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",3556,1
7510,26/1/2023,B,ERW_BM2U2020110140,Retails,Ratchaburi,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",7868,1
7511,31/5/2023,B,ERW_BM2U2020110149,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",6384,1
7512,5/4/2023,B,ERW_BM2U2020110174,Retails,NakhonPathom,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",4956,1
7513,6/5/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143628,"M SUPER 1000 TURBOSPEED 15W40 ,4/7",10724,1
7514,25/3/2023,B,ERW_BM2U2020110002,Retails,NakhonPathom,143508,"M SUPER 1000-20W50 ,4/4+1",2100,1
7515,23/2/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143508,"M SUPER 1000-20W50 ,4/4+1",3180,1
7516,23/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143508,"M SUPER 1000-20W50 ,4/4+1",9220,1
7517,14/1/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143508,"M SUPER 1000-20W50 ,4/4+1",7780,1
7518,11/1/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143508,"M SUPER 1000-20W50 ,4/4+1",1040,1
7519,24/3/2023,B,ERW_BM2U2020110116,Retails,SamutSakhon,143508,"M SUPER 1000-20W50 ,4/4+1",2000,1
7520,26/1/2023,B,ERW_BM2U2020110126,Retails,SamutSakhon,143508,"M SUPER 1000-20W50 ,4/4+1",6780,1
7521,25/1/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143508,"M SUPER 1000-20W50 ,4/4+1",4720,1
7522,21/4/2023,B,ERW_B2XK2021090001,Retails,Kanchanaburi,143354,"M SUPER 2000 10W40 ,12/1",5922,2
7523,18/1/2023,B,ERW_B2XK2021090001,Retails,Kanchanaburi,143354,"M SUPER 2000 10W40 ,12/1",2388,2
7524,15/6/2023,B,ERW_BXEO2021030002,Retails,NakhonPathom,143354,"M SUPER 2000 10W40 ,12/1",1872,2
7525,12/5/2023,B,ERW_BM2U2020110040,Retails,Chainat,143354,"M SUPER 2000 10W40 ,12/1",5196,2
7526,24/4/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,143354,"M SUPER 2000 10W40 ,12/1",4584,2
7527,31/1/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,143354,"M SUPER 2000 10W40 ,12/1",1164,2
7528,7/1/2023,B,ERW_BM2U2020110053,Retails,Ratchaburi,143354,"M SUPER 2000 10W40 ,12/1",960,2
7529,10/5/2023,B,ERW_BM2U2020110014,Reseller,SUPERhanBuri,143354,"M SUPER 2000 10W40 ,12/1",396,2
7530,9/5/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143354,"M SUPER 2000 10W40 ,12/1",3168,2
7531,31/1/2023,B,ERW_BM2U2020110088,Retails,PrachuapKhiriKhan,143354,"M SUPER 2000 10W40 ,12/1",816,2
7532,27/4/2023,B,ERW_BM2U2020110131,Retails,Bangkok,143507,"M SUPER 2000 10W40 ,4/4+1",9120,2
7533,10/4/2023,B,ERW_BM2U2020110172,Retails,Kanchanaburi,143507,"M SUPER 2000 10W40 ,4/4+1",6960,2
7534,31/5/2023,B,ERW_BM2U2020110142,Reseller,SUPERhanBuri,143507,"M SUPER 2000 10W40 ,4/4+1",2620,2
7535,29/5/2023,B,ERW_BM2U2020110014,Reseller,SUPERhanBuri,143507,"M SUPER 2000 10W40 ,4/4+1",1020,2
7536,31/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143507,"M SUPER 2000 10W40 ,4/4+1",6140,2
7537,21/4/2023,B,ERW_B2XK2021090001,Retails,Kanchanaburi,143507,"M SUPER 2000 10W40 ,4/4+1",4200,2
7538,22/3/2023,B,ERW_B5CM2020120007,Retails,Ratchaburi,143507,"M SUPER 2000 10W40 ,4/4+1",9160,2
7539,25/3/2023,B,ERW_BM2U2020110040,Retails,Chainat,143507,"M SUPER 2000 10W40 ,4/4+1",6060,2
7540,31/5/2023,B,ERW_BM2U2020110002,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",4480,2
7541,26/4/2023,B,ERW_BM2U2020110002,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",8960,2
7542,21/2/2023,B,ERW_BM2U2020110002,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",7160,2
7543,16/5/2023,B,ERW_BM2U2020110109,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",3720,2
7544,20/3/2023,B,ERW_BM2U2020110142,Reseller,SUPERhanBuri,143507,"M SUPER 2000 10W40 ,4/4+1",1400,2
7545,31/5/2023,B,ERW_BM2U2020110149,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",960,2
7546,11/1/2023,B,ERW_BM2U2020110173,Retails,SUPERhanBuri,143507,"M SUPER 2000 10W40 ,4/4+1",9600,2
7547,10/4/2023,B,ERW_BM2U2020110173,Retails,SUPERhanBuri,143507,"M SUPER 2000 10W40 ,4/4+1",9300,2
7548,8/4/2023,B,ERW_BM2U2020110177,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",4380,2
7549,24/4/2023,B,ERW_BM2U2020110062,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",1080,2
7550,12/6/2023,B,ERW_BM2U2020110062,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",4940,2
7551,22/5/2023,B,ERW_BM2U2020110053,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",8180,2
7552,25/3/2023,B,ERW_BM2U2020110014,Reseller,SUPERhanBuri,143507,"M SUPER 2000 10W40 ,4/4+1",8300,2
7553,24/3/2023,B,ERW_BM2U2020110026,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",1320,2
7554,9/2/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143507,"M SUPER 2000 10W40 ,4/4+1",7840,2
7555,18/1/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143507,"M SUPER 2000 10W40 ,4/4+1",6420,2
7556,24/5/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143507,"M SUPER 2000 10W40 ,4/4+1",20,2
7557,1/3/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143507,"M SUPER 2000 10W40 ,4/4+1",3700,2
7558,31/3/2023,B,ERW_BM2U2020110036,Reseller,Ratchaburi,143507,"M SUPER 2000 10W40 ,4/4+1",4020,2
7559,12/5/2023,B,ERW_BM2U2020110088,Retails,PrachuapKhiriKhan,143507,"M SUPER 2000 10W40 ,4/4+1",6520,2
7560,31/1/2023,B,ERW_BM2U2020110088,Retails,PrachuapKhiriKhan,143507,"M SUPER 2000 10W40 ,4/4+1",7840,2
7561,24/2/2023,B,ERW_BM2U2020110109,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",8000,2
7562,6/4/2023,B,ERW_BM2U2020110116,Retails,SamutSakhon,143507,"M SUPER 2000 10W40 ,4/4+1",2340,2
7563,4/5/2023,B,ERW_BM2U2020110122,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",4320,2
7564,23/3/2023,B,ERW_BM2U2020110122,Retails,NakhonPathom,143507,"M SUPER 2000 10W40 ,4/4+1",2220,2
7565,1/4/2023,B,ERW_BM2U2020110126,Retails,SamutSakhon,143507,"M SUPER 2000 10W40 ,4/4+1",8440,2
